# Raw Website: http://yys.moe.edu.cn/wenziguifan/shanghi/014c.htm
# Characters are not numbered in raw material.
# 8 duplicate characters in raw website: 蔽, 弊, 憋, 鹡, 脊, 瞥, 鳐, 烝.

2123	茫
2124	荡
2125	荣
2126	荤
2127	荥
2128	荦
2129	荧
2130	荨
2131	茛
2132	故
2133	荩
2134	胡
2135	荪
2136	荫
2137	茹
2138	荔
2139	南
2140	荬
2141	荭
2142	药
2143	柰
2144	标
2145	栈
2146	柑
2147	枯
2148	栉
2149	柯
2150	柄
2151	柘
2152	栊
2153	柩
2154	枰
2155	栋
2156	栌
2157	相
2158	查
2159	柙
2160	枵
2161	柚
2162	枳
2163	柞
2164	柏
2165	柝
2166	栀
2167	柃
2168	柢
2169	栎
2170	枸
2171	栅
2172	柳
2173	柱
2174	柿
2175	栏
2176	柈
2177	柠
2178	柁
2179	枷
2180	柽
2181	树
2182	勃
2183	剌
2184	郚
2185	剅
2186	要
2187	酊
2188	郦
2189	柬
2190	咸
2191	威
2192	歪
2193	甭
2194	研
2195	砖
2196	厘
2197	砗
2198	厚
2199	砑
2200	砘
2201	砒
2202	砌
2203	砂
2204	泵
2205	砚
2206	斫
2207	砭
2208	砜
2209	砍
2210	面
2211	耐
2212	耍
2213	奎
2214	耷
2215	牵
2216	鸥
2217	虺
2218	残
2219	殂
2220	殃
2221	殇
2222	殄
2223	殆
2224	轱
2225	轲
2226	轳
2227	轴
2228	轵
2229	轶
2230	轷
2231	轸
2232	轹
2233	轺
2234	轻
2235	鸦
2236	虿
2237	皆
2238	毖
2239	韭
2240	背
2241	战
2242	觇
2243	点
2244	虐
2245	临
2246	览
2247	竖
2248	尜
2249	省
2250	削
2251	尝
2252	哐
2253	昧
2254	眄
2255	眍
2256	盹
2257	是
2258	郢
2259	眇
2260	眊
2261	盼
2262	眨
2263	昽
2264	眈
2265	哇
2266	咭
2267	哄
2268	哑
2269	显
2270	冒
2271	映
2272	禺
2273	哂
2274	星
2275	昨
2276	咴
2277	曷
2278	昴
2279	咧
2280	昱
2281	昵
2282	咦
2283	哓
2284	昭
2285	哔
2286	畎
2287	畏
2288	毗
2289	趴
2290	呲
2291	胄
2292	胃
2293	贵
2294	畋
2295	畈
2296	界
2297	虹
2298	虾
2299	虼
2300	虻
2301	蚁
2302	思
2303	蚂
2304	盅
2305	咣
2306	虽
2307	品
2308	咽
2309	骂
2310	哕
2311	剐
2312	郧
2313	勋
2314	咻
2315	哗
2316	囿
2317	咱
2318	咿
2319	响
