num	glyph	GE-source	description
3581	鯐	GE-5629	GB/T 16500—1998，54—09
3582	鯑	GE-562A	GB/T 16500—1998，54—10
3583	鯓	GE-562B	GB/T 16500—1998，54—11
3584	鯙	GE-562C	GB/T 16500—1998，54—12
3585	鯜	GE-562D	GB/T 16500—1998，54—13
3586	鯟	GE-562E	GB/T 16500—1998，54—14
3587	鯠	GE-562F	GB/T 16500—1998，54—15
3588	鯯	GE-5630	GB/T 16500—1998，54—16
3589	鯱	GE-5631	GB/T 16500—1998，54—17
3590	鯲	GE-5632	GB/T 16500—1998，54—18
3591	鯳	GE-5633	GB/T 16500—1998，54—19
3592	鯵	GE-5634	GB/T 16500—1998，54—20
3593	鯹	GE-5635	GB/T 16500—1998，54—21
3594	鰀	GE-5636	GB/T 16500—1998，54—22
3595	鰄	GE-5637	GB/T 16500—1998，54—23
3596	鰇	GE-5638	GB/T 16500—1998，54—24
3597	鰌	GE-5639	GB/T 16500—1998，54—25
3598	鰑	GE-563A	GB/T 16500—1998，54—26
3599	鰖	GE-563B	GB/T 16500—1998，54—27
3600	鰗	GE-563C	GB/T 16500—1998，54—28
3601	鰘	GE-563D	GB/T 16500—1998，54—29
3602	鰙	GE-563E	GB/T 16500—1998，54—30
3603	鰚	GE-563F	GB/T 16500—1998，54—31
3604	鰞	GE-5640	GB/T 16500—1998，54—32
3605	鰢	GE-5641	GB/T 16500—1998，54—33
3606	鰮	GE-5642	GB/T 16500—1998，54—34
3607	鰰	GE-5643	GB/T 16500—1998，54—35
3608	鱋	GE-5644	GB/T 16500—1998，54—36
3609	鱌	GE-5645	GB/T 16500—1998，54—37
3610	鱓	GE-5646	GB/T 16500—1998，54—38
3611	鱕	GE-5647	GB/T 16500—1998，54—39
3612	鱙	GE-5648	GB/T 16500—1998，54—40
3613	鱛	GE-5649	GB/T 16500—1998，54—41
3614	鱜	GE-564A	GB/T 16500—1998，54—42
3615	鱩	GE-564B	GB/T 16500—1998，54—43
3616	鱪	GE-564C	GB/T 16500—1998，54—44
3617	鱫	GE-564D	GB/T 16500—1998，54—45
3618	鱰	GE-564E	GB/T 16500—1998，54—46
3619	鱱	GE-564F	GB/T 16500—1998，54—47
3620	鱶	GE-5650	GB/T 16500—1998，54—48
3621	鱷	GE-5651	GB/T 16500—1998，54—49
3622	鱹	GE-5652	GB/T 16500—1998，54—50
3623	鱻	GE-5653	GB/T 16500—1998，54—51
3624	鳫	GE-5654	GB/T 16500—1998，54—52
3625	鳮	GE-5655	GB/T 16500—1998，54—53
3626	鳯	GE-5656	GB/T 16500—1998，54—54
3627	鳰	GE-5657	GB/T 16500—1998，54—55
3628	鳵	GE-5658	GB/T 16500—1998，54—56
3629	鴈	GE-5659	GB/T 16500—1998，54—57
3630	鴌	GE-565A	GB/T 16500—1998，54—58
3631	鴎	GE-565B	GB/T 16500—1998，54—59
3632	鴏	GE-565C	GB/T 16500—1998，54—60
3633	鴑	GE-565D	GB/T 16500—1998，54—61
3634	鴜	GE-565E	GB/T 16500—1998，54—62
3635	鴧	GE-565F	GB/T 16500—1998，54—63
3636	鴩	GE-5660	GB/T 16500—1998，54—64
3637	鴪	GE-5661	GB/T 16500—1998，54—65
3638	鴫	GE-5662	GB/T 16500—1998，54—66
3639	鴬	GE-5663	GB/T 16500—1998，54—67
3640	鴭	GE-5664	GB/T 16500—1998，54—68
3641	鴮	GE-5665	GB/T 16500—1998，54—69
3642	鴵	GE-5666	GB/T 16500—1998，54—70
3643	鴶	GE-5667	GB/T 16500—1998，54—71
3644	鴸	GE-5668	GB/T 16500—1998，54—72
3645	鴾	GE-5669	GB/T 16500—1998，54—73
3646	鵆	GE-566A	GB/T 16500—1998，54—74
3647	鵇	GE-566B	GB/T 16500—1998，54—75
3648	鵈	GE-566C	GB/T 16500—1998，54—76
3649	鵉	GE-566D	GB/T 16500—1998，54—77
3650	鵋	GE-566E	GB/T 16500—1998，54—78
3651	鵘	GE-566F	GB/T 16500—1998，54—79
3652	鵚	GE-5670	GB/T 16500—1998，54—80
3653	鵞	GE-5671	GB/T 16500—1998，54—81
3654	鵢	GE-5672	GB/T 16500—1998，54—82
3655	鵣	GE-5673	GB/T 16500—1998，54—83
3656	鵤	GE-5674	GB/T 16500—1998，54—84
3657	鵥	GE-5675	GB/T 16500—1998，54—85
3658	鵦	GE-5676	GB/T 16500—1998，54—86
3659	鵧	GE-5677	GB/T 16500—1998，54—87
3660	鵨	GE-5678	GB/T 16500—1998，54—88
3661	鵭	GE-5679	GB/T 16500—1998，54—89
3662	鵰	GE-567A	GB/T 16500—1998，54—90
3663	鵱	GE-567B	GB/T 16500—1998，54—91
3664	鵴	GE-567C	GB/T 16500—1998，54—92
3665	鵶	GE-567D	GB/T 16500—1998，54—93
3666	鵺	GE-567E	GB/T 16500—1998，54—94
3667	鵿	GE-5721	GB/T 16500—1998，55—01
3668	鶁	GE-5722	GB/T 16500—1998，55—02
3669	鶍	GE-5723	GB/T 16500—1998，55—03
3670	鶎	GE-5724	GB/T 16500—1998，55—04
3671	鶏	GE-5725	GB/T 16500—1998，55—05
3672	鶐	GE-5726	GB/T 16500—1998，55—06
3673	鶑	GE-5727	GB/T 16500—1998，55—07
3674	鶔	GE-5728	GB/T 16500—1998，55—08
3675	鶕	GE-5729	GB/T 16500—1998，55—09
3676	鶜	GE-572A	GB/T 16500—1998，55—10
3677	鶞	GE-572B	GB/T 16500—1998，55—11
3678	鶟	GE-572C	GB/T 16500—1998，55—12
3679	鶢	GE-572D	GB/T 16500—1998，55—13
3680	鶦	GE-572E	GB/T 16500—1998，55—14
3681	鶧	GE-572F	GB/T 16500—1998，55—15
3682	鶨	GE-5730	GB/T 16500—1998，55—16
3683	鶫	GE-5731	GB/T 16500—1998，55—17
3684	鶭	GE-5732	GB/T 16500—1998，55—18
3685	鶳	GE-5733	GB/T 16500—1998，55—19
3686	鶶	GE-5734	GB/T 16500—1998，55—20
3687	鶷	GE-5735	GB/T 16500—1998，55—21
3688	鶿	GE-5736	GB/T 16500—1998，55—22
3689	鷆	GE-5737	GB/T 16500—1998，55—23
3690	鷈	GE-5738	GB/T 16500—1998，55—24
3691	鷌	GE-5739	GB/T 16500—1998，55—25
3692	鷍	GE-573A	GB/T 16500—1998，55—26
3693	鷏	GE-573B	GB/T 16500—1998，55—27
3694	鷑	GE-573C	GB/T 16500—1998，55—28
3695	鷒	GE-573D	GB/T 16500—1998，55—29
3696	鷝	GE-573E	GB/T 16500—1998，55—30
3697	鷠	GE-573F	GB/T 16500—1998，55—31
3698	鷡	GE-5740	GB/T 16500—1998，55—32
3699	鷣	GE-5741	GB/T 16500—1998，55—33
3700	鷧	GE-5742	GB/T 16500—1998，55—34
3701	鷨	GE-5743	GB/T 16500—1998，55—35
3702	鷪	GE-5744	GB/T 16500—1998，55—36
3703	鷬	GE-5745	GB/T 16500—1998，55—37
3704	鷰	GE-5746	GB/T 16500—1998，55—38
3705	鷱	GE-5747	GB/T 16500—1998，55—39
3706	鷴	GE-5748	GB/T 16500—1998，55—40
3707	鷵	GE-5749	GB/T 16500—1998，55—41
3708	鷶	GE-574A	GB/T 16500—1998，55—42
3709	鷷	GE-574B	GB/T 16500—1998，55—43
3710	鷼	GE-574C	GB/T 16500—1998，55—44
3711	鷿	GE-574D	GB/T 16500—1998，55—45
3712	鸄	GE-574E	GB/T 16500—1998，55—46
3713	鸈	GE-574F	GB/T 16500—1998，55—47
3714	鸍	GE-5750	GB/T 16500—1998，55—48
3715	鸎	GE-5751	GB/T 16500—1998，55—49
3716	鸒	GE-5752	GB/T 16500—1998，55—50
3717	鸔	GE-5753	GB/T 16500—1998，55—51
3718	鸖	GE-5754	GB/T 16500—1998，55—52
3719	鸙	GE-5755	GB/T 16500—1998，55—53
3720	鹷	GE-5756	GB/T 16500—1998，55—54
3721	鹸	GE-5757	GB/T 16500—1998，55—55
3722	鹻	GE-5758	GB/T 16500—1998，55—56
3723	麉	GE-5759	GB/T 16500—1998，55—57
3724	麍	GE-575A	GB/T 16500—1998，55—58
3725	麎	GE-575B	GB/T 16500—1998，55—59
3726	麏	GE-575C	GB/T 16500—1998，55—60
3727	麐	GE-575D	GB/T 16500—1998，55—61
3728	麘	GE-575E	GB/T 16500—1998，55—62
3729	麚	GE-575F	GB/T 16500—1998，55—63
3730	麞	GE-5760	GB/T 16500—1998，55—64
3731	麠	GE-5761	GB/T 16500—1998，55—65
3732	麡	GE-5762	GB/T 16500—1998，55—66
3733	麢	GE-5763	GB/T 16500—1998，55—67
3734	麣	GE-5764	GB/T 16500—1998，55—68
3735	麤	GE-5765	GB/T 16500—1998，55—69
3736	麪	GE-5766	GB/T 16500—1998，55—70
3737	麫	GE-5767	GB/T 16500—1998，55—71
3738	麬	GE-5768	GB/T 16500—1998，55—72
3739	麭	GE-5769	GB/T 16500—1998，55—73
3740	麲	GE-576A	GB/T 16500—1998，55—74
3741	麶	GE-576B	GB/T 16500—1998，55—75
3742	麹	GE-576C	GB/T 16500—1998，55—76
3743	麺	GE-576D	GB/T 16500—1998，55—77
3744	麼	GE-576E	GB/T 16500—1998，55—78
3745	麿	GE-576F	GB/T 16500—1998，55—79
3746	黃	GE-5770	GB/T 16500—1998，55—80
3747	黆	GE-5771	GB/T 16500—1998，55—81
3748	黈	GE-5772	GB/T 16500—1998，55—82
3749	黒	GE-5773	GB/T 16500—1998，55—83
3750	黙	GE-5774	GB/T 16500—1998，55—84
3751	黺	GE-5775	GB/T 16500—1998，55—85
3752	鼃	GE-5776	GB/T 16500—1998，55—86
3753	鼇	GE-5777	GB/T 16500—1998，55—87
3754	鼈	GE-5778	GB/T 16500—1998，55—88
3755	鼊	GE-5779	GB/T 16500—1998，55—89
3756	鼑	GE-577A	GB/T 16500—1998，55—90
3757	鼘	GE-577B	GB/T 16500—1998，55—91
3758	鼞	GE-577C	GB/T 16500—1998，55—92
3759	鼡	GE-577D	GB/T 16500—1998，55—93
3760	鼣	GE-577E	GB/T 16500—1998，55—94
3761	鼭	GE-5821	GB/T 16500—1998，56—01
3762	鼰	GE-5822	GB/T 16500—1998，56—02
3763	鼴	GE-5823	GB/T 16500—1998，56—03
3764	鼺	GE-5824	GB/T 16500—1998，56—04
3765	齀	GE-5825	GB/T 16500—1998，56—05
3766	齂	GE-5826	GB/T 16500—1998，56—06
3767	齈	GE-5827	GB/T 16500—1998，56—07
3768	齎	GE-5828	GB/T 16500—1998，56—08
3769	齢	GE-5829	GB/T 16500—1998，56—09
3770	齥	GE-582A	GB/T 16500—1998，56—10
3771	齧	GE-582B	GB/T 16500—1998，56—11
3772	齩	GE-582C	GB/T 16500—1998，56—12
3773	齶	GE-582D	GB/T 16500—1998，56—13
3774	齹	GE-582E	GB/T 16500—1998，56—14
3775	龒	GE-582F	GB/T 16500—1998，56—15
3776	龘	GE-5830	GB/T 16500—1998，56—16
3777	龢	GE-5831	GB/T 16500—1998，56—17
3778	龤	GE-5832	GB/T 16500—1998，56—18
